Internal gene ID,Vectorbase Identifier,Display name,Gene family,OrthoDB category,OrthoDB D. melanogaster ortholog,BlastX hit(s) to D. melanogaster proteome,Evidence for name,,,,,,,,,,,,,,,
gene7317,AAEL003544,,,EOG8RV5HS,Fgop2,Fgop2-h-cup,,,,,,,,,,,,,,,,
gene7318,AAEL003537,,,EOG8NCQ4T,NiPp1,NiPp1-CG17168-CG7706,,,,,,,,,,,,,,,,
gene7319,AAEL003513,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene732,AAEL003422,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7320,AAEL003535,,,NA,NA,l(3)04053,,,,,,,,,,,,,,,,
gene7321,AAEL003538,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7322,AAEL011311,,,EOG8SR0NZ,CG15651,CG15651,,,,,,,,,,,,,,,,
gene7323,AAEL011316,,,NA,NA,crol-CG5245-Meics,,,,,,,,,,,,,,,,
gene7324,AAEL011318,,,EOG883GVT,CG3216,CG3216-CG31183-CG10738-Gyc76C,,,,,,,,,,,,,,,,
gene7325,AAEL011319,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7326,AAEL011312,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7327,AAEL011316,,,NA,NA,Ggamma1-CG43324,,,,,,,,,,,,,,,,
gene7328,AAEL011315,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7329,AAEL011314,,,EOG8J140S-EOG8J140S,Jheh1-Jheh2,Jheh2-Jheh1-Jheh3,,,,,,,,,,,,,,,,
gene733,AAEL003444,,,EOG8TB73H,Decay,Drice-Decay-Dcp-1-Dronc-Dredd-Damm-Strica,,,,,,,,,,,,,,,,
gene7330,AAEL011313,,,EOG8J140S-EOG8J140S,Jheh2-Jheh1,Jheh2-Jheh1-Jheh3-CG7632,,,,,,,,,,,,,,,,
gene7331,AAEL011317,,,EOG8VT8P2,Bap55,Bap55-Act87E-Act42A-Act5C-Act57B,,,,,,,,,,,,,,,,
gene7332,AAEL011310,,,EOG8CG30Q,CG9313,CG9313-Dic61B-Sdic3-CG46276-CG46275,,,,,,,,,,,,,,,,
gene7333,AAEL015503,,,EOG898XSQ,Cpr76Bb,Cpr76Bb-Cpr76Ba-CG34461-Cpr64Ab-Cpr62Bc-Cpr31A-Cpr64Ad-Cpr76Bc,,,,,,,,,,,,,,,,
gene7334,AAEL015262,,,NA,NA,CG17919-Pebp1-CG10298-CG6180-CG7054-a5-CG17917-CG30060,,,,,,,,,,,,,,,,
gene7335,AAEL010078,,,NA,NA,CG5830-Dd-CG8584-CG12078-ttm3-ttm50,,,,,,,,,,,,,,,,
gene7336,AAEL010086,,,EOG8P5P1G,dpa,dpa-Mcm5-Mcm6-Mcm2-Mcm7-Mcm3-rec,,,,,,,,,,,,,,,,
gene7337,AAEL010094,,,EOG89PDQ9,CycB,CycB-CycB3-CycA-CycE,,,,,,,,,,,,,,,,
gene7338,AAEL010088,,,EOG85F0G0,CG12106,CG12106,,,,,,,,,,,,,,,,
gene7339,AAEL010081,,,EOG8JT2WS,CG2144,CG2144-CG12263-CG2292-CG13978-Sulf1-CG4907-CG6790,,,,,,,,,,,,,,,,
gene734,AAEL003402,,,EOG8MWBX9,CG3376,CG3376-CG15534-CG15533-CG32052,,,,,,,,,,,,,,,,
gene7340,AAEL010083,,,EOG8QJVDJ,imd,imd,,,,,,,,,,,,,,,,
gene7341,AAEL010082,,,EOG8P2ST9-EOG8P2ST9,CG3257-CG13594,CG3257-CG13594,,,,,,,,,,,,,,,,
gene7342,AAEL010093,,,NA,NA,CG13594,,,,,,,,,,,,,,,,
gene7343,AAEL010087,,,EOG8BCHDB-EOG8BCHDB,Prosalpha3T-Prosalpha3,Prosalpha3-Prosalpha3T-Prosalpha2-Prosalpha4T2-Prosalpha4T1-Prosalpha4-Prosalpha5-Prosalpha1,,,,,,,,,,,,,,,,
gene7344,AAEL010089,,,EOG8S1X02,CG12320,CG12320,,,,,,,,,,,,,,,,
gene7345,AAEL010090,,,EOG8T1MDC,CG30373,CG30373,,,,,,,,,,,,,,,,
gene7346,AAEL017373,,,EOG8N8TWX,Reg-2,Reg-2-CG15912,,,,,,,,,,,,,,,,
gene7347,AAEL010080,,,EOG8CG30N,Orc1,Orc1-Cdc6,,,,,,,,,,,,,,,,
gene7348,AAEL010085,,,EOG8NGKDJ,Mes4,Mes4-Chrac-16-Nf-YC,,,,,,,,,,,,,,,,
gene7349,AAEL010092,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene735,AAEL003433,,,EOG8FJC10,ATP7,ATP7-SPoCk-Ca-P60A,,,,,,,,,,,,,,,,
gene7350,AAEL010079,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7351,AAEL010091,,,EOG8H48W9,312,312,,,,,,,,,,,,,,,,
gene7352,AAEL010084,,,EOG8MSGPG,stl,stl-CG4096-AdamTS-A-CG9850,,,,,,,,,,,,,,,,
gene7353,AAEL015135,,,NA,NA,Npc2e-Npc2c-Npc2d-Npc2a,,,,,,,,,,,,,,,,
gene7354,AAEL015138,,,NA,NA,Npc2c-Npc2d-Npc2e-Npc2a-Npc2g,,,,,,,,,,,,,,,,
gene7355,AAEL015137,,,NA,NA,Npc2e-Npc2c-Npc2d-Npc2a,,,,,,,,,,,,,,,,
gene7356,AAEL015136,,,NA,NA,Npc2c-Npc2d-Npc2e-Npc2a,,,,,,,,,,,,,,,,
gene7357,AAEL015140,,,EOG8PZN08,Npc2e,Npc2d-Npc2c-Npc2e-Npc2a,,,,,,,,,,,,,,,,
gene7358,AAEL015139,,,NA,NA,Npc2e-Npc2c-Npc2d,,,,,,,,,,,,,,,,
gene7359,AAEL014262,,,EOG86X21K,eIF2B-alpha,eIF2B-alpha-eIF2B-beta-eIF2B-delta-CG11334,,,,,,,,,,,,,,,,
gene736,AAEL003405,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7360,AAEL014260,,,NA,NA,crol-CG5245-CG8301,,,,,,,,,,,,,,,,
gene7361,AAEL014261,,,EOG8PCDJX,CG45050,CG45050-CG15368-Rabex-5,,,,,,,,,,,,,,,,
gene7362,AAEL014263,,,NA,NA,crol-CG15436,,,,,,,,,,,,,,,,
gene7363,AAEL014264,,,NA,NA,CG14965-CG13894-CG6689,,,,,,,,,,,,,,,,
gene7364,AAEL015451,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7365,AAEL013588,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7366,AAEL013589,,,NA,NA,Sema-2a-Sema-2b-Sema-1a,,,,,,,,,,,,,,,,
gene7367,AAEL013587,,,NA,NA,RpLP1,,,,,,,,,,,,,,,,
gene7368,AAEL011211,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7369,AAEL011212,,,EOG85XBMF,CG15011,CG15011-stc,,,,,,,,,,,,,,,,
gene737,AAEL003439,,,EOG8TB73H,Decay,Drice-Decay-Dcp-1-Damm-Dronc-Dredd-Strica,,,,,,,,,,,,,,,,
gene7370,AAEL011209,,,EOG8STVWB,CG1309,CG1309-CG33096,,,,,,,,,,,,,,,,
gene7371,AAEL011215,,,EOG85F0DQ,ago,ago-slmb-wds-U4-U6-60K-Lis-1,,,,,,,,,,,,,,,,
gene7372,AAEL011216,,,EOG8V4616,CG6707,CG6707,,,,,,,,,,,,,,,,
gene7373,AAEL011217,,,EOG87H8GN,CG1265,CG1265-CG3792,,,,,,,,,,,,,,,,
gene7374,AAEL011214,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7375,AAEL011210,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7376,AAEL011213,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7377,AAEL000889,,,NA,NA,CG9289-CG9287-Est-Q-Glt-alpha-Est10-alpha-Est7-CG6018,,,,,,,,,,,,,,,,
gene7378,AAEL000860,,,EOG8J407T,uzip,uzip,,,,,,,,,,,,,,,,
gene7379,AAEL000896,,,EOG8Z65F4-EOG8Z65F4-EOG8Z65F4,CG8541-CG7548-CG8543,CG8541-CG7548-CG8543,,,,,,,,,,,,,,,,
gene738,AAEL003403,,,NA,NA,CG15436-CG14711-Cf2-Neu2-Meics-CG3281-CG17328-CG5245-gl,,,,,,,,,,,,,,,,
gene7380,AAEL000911,,,EOG8RNF18,CG17994,CG17994,,,,,,,,,,,,,,,,
gene7381,AAEL000884,,,NA,NA,PEK-png-CG17528-Tao,,,,,,,,,,,,,,,,
gene7382,AAEL000916,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7383,AAEL000906,,,EOG8258J1,siz,siz-step-Sec71-garz,,,,,,,,,,,,,,,,
gene7384,AAEL000897,,,EOG880MPB,CG14105,CG14105-Sgt-CG14894,,,,,,,,,,,,,,,,
gene7385,AAEL000858,,,EOG876NQN,Rgl,Rgl-CG5522,,,,,,,,,,,,,,,,
gene7386,AAEL000900,,,EOG8PZMZ5-EOG8PZMZ5,Sry-alpha-Spt,Spt-Sry-alpha,,,,,,,,,,,,,,,,
gene7387,AAEL000891,,,EOG8SJ85K,dysc,dysc,,,,,,,,,,,,,,,,
gene7388,AAEL000871,,,NA,NA,CG34342-wat-CG5065-CG10096-CG14893,,,,,,,,,,,,,,,,
gene7389,AAEL000901,,,NA,NA,CG10140-CG10725-Gasp-CG10154-CG17826-Tequila-obst-J-Cht6,,,,,,,,,,,,,,,,
gene739,AAEL003425,,,EOG84XN7B,verm,serp-verm-ChLD3-Cda4-Cda5,,,,,,,,,,,,,,,,
gene7390,AAEL000922,,,EOG818FCS,CG11337,CG11337-Ski6,,,,,,,,,,,,,,,,
gene7391,AAEL000859,,,NA,NA,CG13492-CG15347-CG10650-CG15773-CG4377-CG15170,,,,,,,,,,,,,,,,
gene7392,AAEL000867,,,EOG8VQDF0,CG6758,CG6758-CG4069-CG3711-CG12081-Hcf,,,,,,,,,,,,,,,,
gene7393,AAEL000874,,,EOG8HMN1G,Dark,Dark,,,,,,,,,,,,,,,,
gene7394,AAEL000898AAEL000905,,,NA,NA,Est-Q-CG9289-CG9287-alpha-Est7-CG10175-Glt,,,,,,,,,,,,,,,,
gene7395,AAEL000868,,,NA,NA,dysc-Syn1,,,,,,,,,,,,,,,,
gene7396,AAEL000913,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7397,AAEL000883,,,EOG8GJ2F7,stv,stv,,,,,,,,,,,,,,,,
gene7398,AAEL000904,,,NA,NA,Est-Q-CG9289-CG9287-Glt-CG6414-CG3841-alpha-Est7-alpha-Est9,,,,,,,,,,,,,,,,
gene7399,AAEL000866,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene74,AAEL008508,,,EOG8X9B8P,trsn,trsn-Trax,,,,,,,,,,,,,,,,
gene740,AAEL003409,,,EOG81C9NF,mRpL15,mRpL15,,,,,,,,,,,,,,,,
gene7400,AAEL000910,,,NA,NA,CG34342-CG5065-wat-CG17560-CG10097,,,,,,,,,,,,,,,,
gene7401,AAEL000919,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7402,AAEL000890,,,NA,NA,CG8541-CG7548-CG8543,,,,,,,,,,,,,,,,
gene7403,AAEL000903,,,EOG8GJ2GG,e(y)2,e(y)2-e(y)2b,,,,,,,,,,,,,,,,
gene7404,AAEL000881,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7405,AAEL000888,,,EOG89CT10,Ssdp,Ssdp,,,,,,,,,,,,,,,,
gene7406,AAEL000920,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7407,AAEL000899,,,EOG8QRKVJ,CG45068,CG45068-CG12006,,,,,,,,,,,,,,,,
gene7408,AAEL000909,,,NA,NA,CG1368,,,,,,,,,,,,,,,,
gene7409,AAEL000886,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene741,AAEL003445,,,EOG81RSKC,CG9646,CG9646,,,,,,,,,,,,,,,,
gene7410,AAEL000893,,,EOG8DRD4N,D,D-Sox21a-Sox21b-SoxN,,,,,,,,,,,,,,,,
gene7411,AAEL000877,,,EOG8FN79P,ATPsynF,ATPsynF,,,,,,,,,,,,,,,,
gene7412,AAEL000875,,,EOG8MPMG9,PQBP1,PQBP1,,,,,,,,,,,,,,,,
gene7413,AAEL000914,,,EOG8D55Q0,CG32603,CG1368-CG32564,,,,,,,,,,,,,,,,
gene7414,AAEL000882,,,NA,NA,CG34342-CG10096-CG17562-wat-CG13091-CG10097,,,,,,,,,,,,,,,,
gene7415,AAEL000918,,,NA,NA,CG9289-Est-Q-CG9287-Glt-CG4757-alpha-Est7-CG6414-CG4382,,,,,,,,,,,,,,,,
gene7418,AAEL000915,,,NA,NA,CG13492-CG15347-CG15170-CG4377-CG15773-CG10650,,,,,,,,,,,,,,,,
gene7419,AAEL000895,,,EOG82FW7S,Pex1,Pex1-TER94-smid,,,,,,,,,,,,,,,,
gene742,AAEL003427,,,EOG8RZ1S0,RpS16,RpS16-mRpS9,,,,,,,,,,,,,,,,
gene7420,AAEL000929,,,NA,NA,levy-COX6AL-CG14077,,,,,,,,,,,,,,,,
gene7421,RU087,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7422,AAEL000887,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7424,AAEL000923,,,EOG8897CF,CG11674,CG11674-Ten-a-CG7381,,,,,,,,,,,,,,,,
gene7425,AAEL000894,,,EOG8N33DH,hb,hb-CG9932-wor-jim-gl,,,,,,,,,,,,,,,,
gene7427,AAEL000879,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7428,AAEL000855,,,EOG808R0C,rt,rt-tw-CG11999,,,,,,,,,,,,,,,,
gene7429,AAEL000864,,,EOG8SBHQ6-EOG8SBHQ6,Sox21a-SoxN,Sox21a-Sox21b-D-SoxN,,,,,,,,,,,,,,,,
gene743,AAEL003417,,,NA,NA,CG13551-CG34423,,,,,,,,,,,,,,,,
gene7430,AAEL000870,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7431,AAEL000856,,,EOG8TMTSV,gcl,gcl-Keap1-CG17754,,,,,,,,,,,,,,,,
gene7432,AAEL000927,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7433,AAEL018055,,,NA,NA,CG15436-CG4854-Clamp-CG15269-CG7372-Blimp-1-CG11247,,,,,,,,,,,,,,,,
gene7434,AAEL000876,,,NA,NA,CG34342-wat-CG10096-CG10097-CG14893-CG17560-CG17562-CG13091,,,,,,,,,,,,,,,,
gene7435,AAEL000902,,,EOG8BS0B6,CG6126,CG6126-Orct-Orct2-CG7442-CG8654,,,,,,,,,,,,,,,,
gene7436,AAEL000912,,,NA,NA,CG34342-wat-CG10097-CG10096-CG14893-CG13091,,,,,,,,,,,,,,,,
gene7437,AAEL000925,,,EOG8616VC,CG3711,CG3711-CG12081-CG6758-Hcf,,,,,,,,,,,,,,,,
gene7438,AAEL000907,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7439,AAEL000921,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene744,AAEL003441,,,EOG8PZMZ0,prom,prom,,,,,,,,,,,,,,,,
gene7440,AAEL000892,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7441,AAEL000862,,,NA,NA,CG9289-Est-Q-CG9287-Glt-CG10175-CG6414,,,,,,,,,,,,,,,,
gene7442,AAEL000878,,,EOG8JMBGS,CG32564,CG1368,,,,,,,,,,,,,,,,
gene7443,AAEL000861,,,NA,NA,CG13492-CG34040-CG15773-CG10650-CG15347-CG4377-CG4363,,,,,,,,,,,,,,,,
gene7444,AAEL000885,,,EOG8VDSPN,btv,btv-Dhc64C-CG3339,,,,,,,,,,,,,,,,
gene7445,AAEL000924,,,EOG80VZDQ,Gcn2,Gcn2-PEK-hppy,,,,,,,,,,,,,,,,
gene7446,AAEL000869,,,NA,NA,sens-sens-2-erm-jim-Blimp-1,,,,,,,,,,,,,,,,
gene7447,AAEL000857,,,NA,NA,CG12391-CG5245-Blimp-1-pad-wdn,,,,,,,,,,,,,,,,
gene7448,AAEL000928,,,NA,NA,CG34342-CG10096-CG5065-wat-CG10097,,,,,,,,,,,,,,,,
gene7449,AAEL000908,,,EOG8SJ85K,dysc,dysc-CG5921,,,,,,,,,,,,,,,,
gene745,AAEL003436,,,EOG8GF664,kn,kn,,,,,,,,,,,,,,,,
gene7450,AAEL008914,,,EOG8STVWD,Phf7,pie-Phf7-Alh,,,,,,,,,,,,,,,,
gene7451,AAEL008908,,,NA,NA,ecd,,,,,,,,,,,,,,,,
gene7452,AAEL008907,,,EOG88SKJK,CG5758,CG5758-CG43333,,,,,,,,,,,,,,,,
gene7453,AAEL008910,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7454,AAEL008911,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7455,AAEL008906,,,EOG8HMN1S,ecd,ecd,,,,,,,,,,,,,,,,
gene7456,AAEL008909,,,EOG84N1J7,beat-Vb,beat-Vb-beat-Va-beat-Vc-beat-IIIc-beat-IIIa,,,,,,,,,,,,,,,,
gene7457,AAEL008912,,,EOG8KWNK0,CG14830,CG14830,,,,,,,,,,,,,,,,
gene7458,AAEL008913,,,EOG8HX7RV,CG7888,CG7888-CG1139-CG43693,,,,,,,,,,,,,,,,
gene746,AAEL003448,,,EOG88KV3G,CG13575,CG13575-ETHR-TkR86C-sNPF-R-CCHa1-R-CCHa2-R,,,,,,,,,,,,,,,,
gene7460,AAEL009219,,,NA,NA,Cht3-CG10154-Muc68D-CG10725-Tequila,,,,,,,,,,,,,,,,
gene7461,RU088,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7462,AAEL009231,,,EOG8577ZT,Lsd-2,Lsd-2-Lsd-1,,,,,,,,,,,,,,,,
gene7463,AAEL009220,,,EOG8TF3BC,jigr1,jigr1-CG12768-CG3919-Hmr-stwl,,,,,,,,,,,,,,,,
gene7464,AAEL009225,,,EOG8323QG,CG4447,CG4447,,,,,,,,,,,,,,,,
gene7465,AAEL009216,,,EOG8XKZ00,Pka-R2,Pka-R2-Pka-R1,,,,,,,,,,,,,,,,
gene7466,AAEL009227,,,EOG8MKR6Q,Klp67A,Klp67A-Klp68D-Kif19A-Klp64D-Khc-73,,,,,,,,,,,,,,,,
gene7467,AAEL017376,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7468,AAEL009217,,,EOG8FXV0N,mRpS35,mRpS35,,,,,,,,,,,,,,,,
gene7469,AAEL009224,,,EOG80GGHT,tra2,tra2-CstF-64-CG10466-aret,,,,,,,,,,,,,,,,
gene747,AAEL003434,,,EOG8G4KFX-EOG8G4KFX-EOG8G4KFX-EOG8G4KFX-EOG8G4KFX-EOG8G4KFX-EOG8G4KFX-EOG8G4KFX-EOG8G4KFX,Mal-A8-Mal-A5-Mal-A3-Mal-A6-Mal-A7-Mal-B1-Mal-A4-Mal-B2-Mal-A1,Mal-A4-Mal-A5-Mal-A8-Mal-A7-Mal-A3-Mal-A1-Mal-A6-Mal-B2,,,,,,,,,,,,,,,,
gene7470,AAEL009218,,,EOG8BGCN3,Tpc1,Tpc1-Tpc2-CG8026-CG32103-att-ORFA,,,,,,,,,,,,,,,,
gene7471,AAEL009223,,,NA,NA,Nxt1,,,,,,,,,,,,,,,,
gene7472,AAEL009226,,,NA,NA,Cht3-Cda5,,,,,,,,,,,,,,,,
gene7473,AAEL009228,,,EOG8D55QC,Fdx1,Fdx1-Fdx2,,,,,,,,,,,,,,,,
gene7474,AAEL009230,,,EOG8XPT6V-EOG8XPT6V-EOG8XPT6V,Kah-CG12605-scrt,scrt-CG12605-Kah-wor-esg,,,,,,,,,,,,,,,,
gene7475,AAEL009221,,,EOG81G5WF,CG7550,CG7550,,,,,,,,,,,,,,,,
gene7476,AAEL009229,,,EOG8BGCN3,Tpc1,Tpc1-Tpc2-CG8026-CG32103-att-ORFA,,,,,,,,,,,,,,,,
gene7477,AAEL009222,,,EOG80GGHT,tra2,tra2-CstF-64-CG10466-CG5808,,,,,,,,,,,,,,,,
gene7478,AAEL014967,,,NA,NA,Klc,,,,,,,,,,,,,,,,
gene7479,AAEL014968,,,NA,NA,Tret1-2-CG10960-CG1213-Tret1-1-CG1208,,,,,,,,,,,,,,,,
gene748,AAEL003442,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7480,AAEL017172,,,EOG81C9NN-EOG81C9NN,CG13369-CG17010,CG13369-CG17010,,,,,,,,,,,,,,,,
gene7481,AAEL015099,,,EOG8ZSCTS,Su(var)2-10,Su(var)2-10,,,,,,,,,,,,,,,,
gene7482,AAEL015100,,,EOG87Q0XP-EOG87Q0XP-EOG87Q0XP,Cnx99A-Cnx14D-CG1924,CG1924-Cnx14D-Cnx99A-Calr,,,,,,,,,,,,,,,,
gene7484,AAEL001452,,,EOG8FBMKB-EOG8FBMKB-EOG8FBMKB-EOG8FBMKB,CG8138-CG3528-CG14017-CG14013,CG8138-CG14013-CG14017-CG3528,,,,,,,,,,,,,,,,
gene7485,AAEL001470,,,EOG8RFPJ5,Parg,Parg,,,,,,,,,,,,,,,,
gene7486,AAEL001451,,,EOG8B8N5F,Nse4,Nse4,,,,,,,,,,,,,,,,
gene7487,AAEL001440,,,EOG82C10Q,dom,dom-Ino80-brm,,,,,,,,,,,,,,,,
gene7488,AAEL001465,,,EOG88WFTD,Pcmt,Pcmt,,,,,,,,,,,,,,,,
gene7489,AAEL017339,,,EOG8030JC,CG10465,CG10465-Ktl-CG14647-twz-inc-CG9467,,,,,,,,,,,,,,,,
gene749,AAEL003412,,,EOG8C5G9T,CG5830,CG5830-Dd-CG8584-CG12078-ttm50-ttm2,,,,,,,,,,,,,,,,
gene7490,AAEL001455,,,NA,NA,Meics-CG30431-CG17801-Kr-h1-dwg-Clamp-ZIPIC,,,,,,,,,,,,,,,,
gene7491,AAEL018235,,,NA,NA,4E-T-cup,,,,,,,,,,,,,,,,
gene7492,AAEL001466,,,EOG8577XZ,drd,drd-CG14205-CG5892-CG3106-CG14219-CG33337-CG42329-CG14204,,,,,,,,,,,,,,,,
gene7493,AAEL001467,,,EOG8Q2H5P,sdk,sdk-Dscam2-Dscam1,,,,,,,,,,,,,,,,
gene7494,AAEL001460,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7495,AAEL001449,,,EOG8ZKND7,CG13123,CG13123-fu2-nom-CG15436-CG4936,,,,,,,,,,,,,,,,
gene7496,AAEL018237,,,EOG8RZ1R2,CG10417,CG10417-Ppm1-CG17746-alph-CG6036,,,,,,,,,,,,,,,,
gene7497,AAEL001447,,,EOG8MWBZR,CG45049,CG45049,,,,,,,,,,,,,,,,
gene7498,AAEL001443,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7499,AAEL001444,,,EOG81ZJ28,CG15666,CG15666,,,,,,,,,,,,,,,,
gene75,AAEL008511,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene750,AAEL003418,,,EOG8NS643,Spase25,Spase25,,,,,,,,,,,,,,,,
gene7500,AAEL001458,,,EOG88SKK4,Hs3st-A,Hs3st-A-Hs3st-B-sfl,,,,,,,,,,,,,,,,
gene7501,AAEL001457,,,EOG8C2M1Z,Gycalpha99B,Gycalpha99B-Gyc88E-Gycbeta100B-CG3216-CG34357-CG10738,,,,,,,,,,,,,,,,
gene7503,AAEL001461,,,EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S,CG9150-CG40486-antdh-CG9360-CG40485-CG3301,CG9360-CG9150-CG8757-antdh-CG3301-CG40485-CG40486,,,,,,,,,,,,,,,,
gene7504,AAEL001442,,,EOG8M0HRX,Rab3-GEF,Rab3-GEF,,,,,,,,,,,,,,,,
gene7505,AAEL001448,,,EOG86HK20,CG32699,CG32699-CG3209-CG15450-fu12,,,,,,,,,,,,,,,,
gene7506,AAEL001456,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7507,AAEL001446,,,EOG8C2M2B,CG16721,CG16721,,,,,,,,,,,,,,,,
gene7508,AAEL001463,,,EOG8DNHXC,CG30441,CG30441,,,,,,,,,,,,,,,,
gene7509,AAEL018236,,,EOG8K6JVS,cv-2,cv-2-Hml-mesh-sog,,,,,,,,,,,,,,,,
gene751,AAEL003413,,,EOG87DD68,fat-spondin,fat-spondin-CG17739-CG30046-CG30203-mspo-Ppn,,,,,,,,,,,,,,,,
gene7510,AAEL001469,,,EOG812PWX,kek6,kek6-kek5-kek4-kek3,,,,,,,,,,,,,,,,
gene7511,AAEL001459,,,EOG80GGGG,dx,dx,,,,,,,,,,,,,,,,
gene7512,AAEL001464,,,EOG82VC7W,CG7582,CG7582,,,,,,,,,,,,,,,,
gene7513,AAEL001453,,,NA,NA,RpL18A,,,,,,,,,,,,,,,,
gene7515,AAEL018120,,,EOG8GJ2DZ,S6k,S6k-S6kII-JIL-1-Akt1,,,,,,,,,,,,,,,,
gene7516,AAEL000729,,,NA,NA,Rbp6-msi,,,,,,,,,,,,,,,,
gene7517,AAEL000730,,,EOG8VDSPT,Bre1,Bre1-dgrn,,,,,,,,,,,,,,,,
gene7518,AAEL000724,,,NA,NA,Snup,,,,,,,,,,,,,,,,
gene7519,AAEL000747,,,EOG8FTZQT,corn,corn,,,,,,,,,,,,,,,,
gene752,AAEL003429,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7520,AAEL000751,,,NA,NA,CG14744-CG5348-CG12376-CG14743-CG13223-CG12061,,,,,,,,,,,,,,,,
gene7521,AAEL000745,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7522,AAEL000740,,,EOG8FN79P,ATPsynF,ATPsynF,,,,,,,,,,,,,,,,
gene7523,AAEL000732,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7524,AAEL000749,,,NA,NA,CG30281-CG1889-CG1791-CG6788-CG30280-CG10359,,,,,,,,,,,,,,,,
gene7525,AAEL000735,,,EOG808R0F,CG5009,CG4586-Acox57D-p-Acox57D-d-CG5009-CG9527-CG17544,,,,,,,,,,,,,,,,
gene7526,AAEL018121,,,EOG8B2WNR,ImpE1,ImpE1-mgl-trol,,,,,,,,,,,,,,,,
gene7527,AAEL000741,,,EOG8CVK0D,Eip74EF,Eip74EF-aop,,,,,,,,,,,,,,,,
gene7528,AAEL000734,,,NA,NA,Exn-Dap160,,,,,,,,,,,,,,,,
gene7529,AAEL000723,,,EOG8C5G8R,CG31036,CG31036,,,,,,,,,,,,,,,,
gene753,AAEL003411,,,NA,NA,fax-CG9393,,,,,,,,,,,,,,,,
gene7530,AAEL000722,,,EOG8FBMM2,CG4186,CG4186,,,,,,,,,,,,,,,,
gene7531,AAEL000737,,,EOG8HB19R,GAPcenA,GAPcenA-Evi5-plx,,,,,,,,,,,,,,,,
gene7532,AAEL000739,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene7533,AAEL000746,,,EOG8V9XGB,Idh,Idh-CG32026,,,,,,,,,,,,,,,,
gene7534,AAEL000721,,,NA,NA,CG42304,,,,,,,,,,,,,,,,
gene7535,AAEL000750,,,EOG8B01DW,mkg-p,mkg-p-CG1091-CG11418-Gld2,,,,,,,,,,,,,,,,
gene7536,AAEL000726,,,NA,NA,CG10359-CG1889-CG1791-CG6788-CG9500,,,,,,,,,,,,,,,,
gene7537,AAEL000733,,,EOG8B01F4,CG7724,CG7724-CG12268-CG8306-CG5854-CG8303-CG1441,,,,,,,,,,,,,,,,
gene7538,AAEL000725,,,EOG8D55Q1,CG17717,CG17717-CG13442-CG1317-CG4080-CG17991,,,,,,,,,,,,,,,,
gene7539,AAEL000731,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene754,AAEL003424,,,NA,NA,CG18585-CG7025-CG17633-CG4017-CG14820-CG4408-CG2915,,,,,,,,,,,,,,,,
gene7540,AAEL000748,,,NA,NA,NA,,,,,,,,,,,,,,,,
